#,At the beginning of the pandemic did you work or study?,Family,Friends,Pets,Roommates,Alone,People I didn't know,How many people did you live with in that period?,Bored,Stressed,Free,Optimistic,Peaceful,Lonely,Disappointed,Frustrated,Threatened,Before covid,During covid,Bored,Stressed,Excited,Hopeful,Peaceful,Lonely,Vulnerable,Disappointed,Anxious,Mask mandate,Lockdown,Closing Workplace/University,Vaccination pass,Social distancing,Quarantine,Mask mandate,Lockdown,Closing Workplace/University,Vaccination pass,Social distancing,Quarantine,Proud,Optimistic,Indifferent,Vulnerable,Disappointed,Hostile,Threatened,Anxious,Free,No,"Yes, in 2020","Yes, in 2021","Yes, in 2022",Stressed,Optimistic,Peaceful,Lonely,Vulnerable,Disappointed,Frustrated,Anxious,Threatened,What were the priorities in your life *before* COVID-19?,What were the priorities in your life *during* COVID-19?,What is your main source of income?,Bored,Stressed,Free,Proud,Optimistic,Lonely,Disappointed,Frustrated,Anxious,Did your studying situation changed during COVID-19?,Change in personal interests,Change in learning modes,Family / Friends / Advisors Influence,Low grades,Better Career Prospects,Economic Difficulties,Started working,Other / I prefer not to answer,How would you describe your job?,"In your daily job, do you work directly with the public?",Free,Aggresive,Frustrated,Disappointed,Vulnerable,Lonely,Optimistic,enthusiastic,stressed,Did your professional situation change during COVID-19?,Why did your professional situation change?,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Do you feel you have gone back to your “normality”?,What is your job sector?,What is your major?,What is your gender?,Other,How old are you now?,Where did you grow up?,What is your ethnicity?,Which of these emotions do you associate with COVID-19?,utm_source,Start Date (UTC),Submit Date (UTC),Network ID
t385arc1oaybhpnft38542ifajexvuzw,Study,Family,,,,,,3,Bored,,,,Peaceful,,,Frustrated,,Weekly,Daily,,,,Hopeful,Peaceful,,,,Anxious,3,2,2,2,4,3,2,2,2,2,4,3,,,Indifferent,,Disappointed,,,Anxious,,No,,,,,,,,,,,,,"Career & Finances,Relationships,Physical health,Family,Mental health,Spirituality","Career & Finances,Relationships,Physical health,Family,Mental health,Spirituality",Job,,,,,,Lonely,Disappointed,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,4,4,4,7,,Studies in Creative Arts and Writing,Male,,20-24,I'm from somewhere else in the US,White,Frustrated,qr-code,2022-06-23 18:53:54,2022-06-23 18:58:42,2935dcb0ab
nfd2ril7u4ftb8wfcnfd2tub3fsrh095,Work,,,,Roommates,,,2,Bored,,,,,,,,,Weekly,Daily,,,,,Peaceful,,,,,2,1,3,,,,1,1,2,2,1,3,,,Indifferent,,,,,,,No,,,,,,,,,,,,,"Spirituality,Physical health,Career & Finances,Mental health,Family,Relationships","Spirituality,Relationships,Career & Finances,Physical health,Mental health,Family",,,,,,,,,,,,,,,,,,,,Self - employed,0,,,Frustrated,,,,,,,"Yes, my contract ended",Other / I prefer not to answer,2,4,2,3,4,2,3," 1",2,Other / I prefer not to answer,,Male,,50-60,I'm from New York State,Black or African American,Peaceful,qr-code,2022-06-23 18:53:26,2022-06-23 18:56:50,4e46fc3be9
tjx4c2ow29y5t7l8r9otjx4c278m13or,Study,Family,Friends,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,,5,3,3,4,5,3,5,2,1,4,5,1,,,Indifferent,,,,,,,,"Yes, in 2020",,,,,,,,,,,Threatened,"Career & Finances,Mental health,Physical health,Relationships,Family,Spirituality","Career & Finances,Mental health,Spirituality,Family,Physical health,Relationships",Family,,,,,Optimistic,,,,,Yes because I changed my field of study,Change in personal interests,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,8,,Biological Sciences,Male,,20-24,I come from abroad,White,Anxious,qr-code,2022-06-23 18:42:18,2022-06-23 18:49:32,2e12593a45
995qn7267yk9sjsix4995qn72weallrs,Study,Family,,,,,,2,,,,Optimistic,Peaceful,,,,,Daily,Daily,Bored,,,,,Lonely,,,,5,4,5,5,5,5,5,4,5,5,5,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,"Family,Career & Finances,Spirituality,Physical health,Mental health,Relationships","Family,Physical health,Mental health,Spirituality,Career & Finances,Relationships",Family,,Stressed,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,3,2,5,5,3,3,9,,Engineering and Technology,Female,,18-20,I come from abroad,Asian,Frustrated,qr-code,2022-06-23 18:39:13,2022-06-23 18:43:23,b7afd5ff87
obn62wy8wisgnfbobn626zudcwiw7tju,Study,Family,,,,,,2,Bored,,,,,,,,,Weekly,Monthly,,,Excited,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,Hostile,,,,No,,,,,,,,,,,,,"Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family","Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family",Family,,,,,,,Disappointed,,,Yes because I changed my field of study,Change in personal interests,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,6,,Economics,Female,,18-20,I come from abroad,Asian,Optimistic,qr-code,2022-06-23 18:39:38,2022-06-23 18:42:22,81c885252c
6s1jg0ua95m114l56s1jg0uhxhhlvnnx,Study,Family,,,,,,4,,Stressed,Free,,Peaceful,,,,,Weekly,Daily,,Stressed,,,,Lonely,Vulnerable,,,5,4,3,4,4,4,4,2,1,3,3,3,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,"Relationships,Physical health,Mental health,Spirituality,Career & Finances,Family","Relationships,Mental health,Spirituality,Family,Physical health,Career & Finances",Family,,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,2,2," 1",4,3,3,3,3,,Studies in Creative Arts and Writing,Female,,20-24,I come from abroad,White,Lonely,mimail,2022-06-23 18:31:23,2022-06-23 18:35:56,eb0181cbd7
ecnhii4bbyym9iu68uecnhjpzmt4tpel,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,,,,,,Anxious,5,5,5,5,5,5,5,4,4,4,4,4,,,,Vulnerable,,,Threatened,,,No,,,,,,,,,,,,,"Family,Physical health,Career & Finances,Relationships,Mental health,Spirituality","Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality",Family,,,,,,,Disappointed,Frustrated,Anxious,Yes because I dropped out university,,Change in learning modes,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,3,3,3,3,4,4,4,4,8,,Built Environment and Design,Female,,24-30,I come from abroad,Hispanic / Latino,Anxious,mimail,2022-06-23 18:15:25,2022-06-23 18:19:49,0f5a5ef8e8
zh6j0ac714ucxo0s7zh6j1k8754x8yd3,Study,Family,,,,,,3,,Stressed,,Optimistic,,,,,,Daily,Daily,,,,Hopeful,,,,Disappointed,Anxious,4,3,2,4,4,,3,2,2,4,3,3,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,"Family,Career & Finances,Physical health,Relationships,Mental health,Spirituality","Family,Mental health,Relationships,Physical health,Career & Finances,Spirituality",Family,,Stressed,,,,,Disappointed,Frustrated,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,5,5,5,4,8,,Built Environment and Design,Male,,18-20,I come from abroad,White,Stressed,mimail,2022-06-23 17:13:54,2022-06-23 17:18:22,206b13263a
uby6286hhw7hmoh4ahuby46eiagq38fr,Study,,,,Roommates,,,1,,,,Optimistic,Peaceful,Lonely,,,,Daily,Daily,,,,,Peaceful,Lonely,Vulnerable,,,5,5,5,5,5,5,5,2,2,5,4,2,,,,,Disappointed,,Threatened,Anxious,,No,,,,,,,,,,,,,"Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality","Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality",Family,Bored,Stressed,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,2,4,5,5,3,4,5,7,,Studies in Creative Arts and Writing,Female,,24-30,I come from abroad,White,Distant,mimail,2022-06-23 17:06:32,2022-06-23 17:13:26,3f2cf482fd
a6p5yfei266lshpa6p5yca5lx2tqri2v,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,,,,Hopeful,,,,,,5,5,4,5,5,,4,2,2,5,4,3,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,"Mental health,Relationships,Physical health,Family,Career & Finances,Spirituality","Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality",Family,,,Free,,,,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,4,4,3,3,8,,Studies in Creative Arts and Writing,Female,,20-24,I come from abroad,White,Distant,mimail,2022-06-23 16:28:34,2022-06-23 16:36:14,1c0ef7cf91
oyzc0l8bt2qdsk00zoyzc0coj2s8oiu1,Work,Family,,,,,,6,,,,,,,,Frustrated,,Daily,Daily,,,,,,,Vulnerable,Disappointed,Anxious,5,5,5,5,5,5,5,3,3,5,4,4,,,,,Disappointed,,,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,"Career & Finances,Relationships,Family,Mental health,Physical health,Spirituality","Mental health,Physical health,Career & Finances,Relationships,Family,Spirituality",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,Frustrated,,Vulnerable,,,,stressed,Other / I prefer not to answer,,2,2," 1",3,3,4,3,4,7,Health Care,,Female,,20-24,I come from abroad,Hispanic / Latino,Anxious,mimail,2022-06-23 16:20:47,2022-06-23 16:26:19,aae5e6b5bb
lxmnn9spno6ynx9cawlxmnahj4w6tdnw,Study,Family,,,,,,3,,Stressed,,,,Lonely,,,,Daily,Daily,,,,,,Lonely,,,,5,5,4,5,5,5,4,1,2,5,2,3,,,,,Disappointed,,,,,No,,,,,,,,,,,,,"Mental health,Relationships,Career & Finances,Physical health,Family,Spirituality","Mental health,Relationships,Career & Finances,Physical health,Family,Spirituality",Family,,,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,5,5,5,4,8,,Built Environment and Design,Female,,18-20,I come from abroad,White,Distant,mimail,2022-06-23 16:19:19,2022-06-23 16:23:17,8dced89225
45jeh73w0zqdcx5gg45jeplv59r05jca,Study,Family,,Pets,,,,,,Stressed,,Optimistic,,,,Frustrated,,Daily,Daily,,,,,Peaceful,Lonely,Vulnerable,,,5,5,,,,,5,4,,,,,,,,,Disappointed,Hostile,Threatened,,,,,,"Yes, in 2022",Stressed,,,Lonely,,,Frustrated,,,"Career & Finances,Family,Relationships,Mental health,Spirituality,Physical health","Mental health,Relationships,Family,Physical health,Career & Finances,Spirituality",Family,,,Free,Proud,Optimistic,,,,,Yes because I changed my field of study,,Change in learning modes,,,,,,,,,,,,,,,,,,,,3,2," 1",3,5,4," 1",3,8,,Studies in Creative Arts and Writing,Female,,20-24,I come from abroad,White,Vulnerable,mimail,2022-06-23 16:06:32,2022-06-23 16:16:57,ce45c422aa
q60o9yn8dv9dvj0s3q60o85mv34o4vlo,Work,Family,,,,,,2,,Stressed,,,,,,,,Monthly,Weekly,,Stressed,,,,,Vulnerable,,Anxious,5,5,5,5,5,5,5,4,4,5,5,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,"Spirituality,Family,Career & Finances,Relationships,Physical health,Mental health","Mental health,Physical health,Family,Relationships,Spirituality,Career & Finances",,,,,,,,,,,,,,,,,,,,Permanent employed,0,Free,,,,,,Optimistic,,,Other / I prefer not to answer,,4,2,4,3,5,4,5,5,7,Other / I prefer not to answer,,Female,,24-30,I come from abroad,Hispanic / Latino,Anxious,mimail,2022-06-23 16:05:36,2022-06-23 16:13:43,fffa5413cb
2mlc35umcb1c3mvr463c6a32mlc3v1jg,Study,Family,,,,,,3,,,,Optimistic,Peaceful,Lonely,,,,Daily,Daily,,,,Hopeful,Peaceful,Lonely,,,,5,5,5,5,5,5,5,3,3,5,4,5,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,"Mental health,Physical health,Relationships,Family,Career & Finances,Spirituality","Mental health,Physical health,Relationships,Family,Career & Finances,Spirituality",Other / I prefer not to answer,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,5,4,3,2,5,4,4,4,7,,Built Environment and Design,Male,,20-24,I come from abroad,White,Anxious,mimail,2022-06-23 16:00:28,2022-06-23 16:08:52,603b6a635f
pubcxjtt72lopubcmz67w730ee5p05v8,Study,Family,,,,,,4,,,,Optimistic,Peaceful,,,,,Daily,Daily,Bored,,,,Peaceful,,,,,5,5,3,5,5,5,5,5,3,5,5,5,,,,Vulnerable,Disappointed,Hostile,,,,No,,,,,,,,,,,,,"Career & Finances,Relationships,Mental health,Physical health,Family,Spirituality","Career & Finances,Physical health,Relationships,Family,Mental health,Spirituality",Family,Bored,,,,,,Disappointed,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,4,4,2,8,,Built Environment and Design,Male,,20-24,I come from abroad,White,Distant,mimail,2022-06-23 15:33:23,2022-06-23 15:44:24,b623a9992b
tqlo5xfxvx489eatqlo5hq1ytbo8596s,Both,Family,,,,,,1,Bored,,,,Peaceful,Lonely,,,,Weekly,Daily,,,Excited,,Peaceful,,,Disappointed,,5,5,5,5,,5,5,4,4,4,4,4,,,,Vulnerable,Disappointed,,,Anxious,,No,,,,,,,,,,,,,"Career & Finances,Family,Mental health,Physical health,Relationships,Spirituality","Mental health,Family,Relationships,Career & Finances,Physical health,Spirituality",Family,,,Free,,Optimistic,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,," 1",3,3," 1",5,5,4,3,6,,Built Environment and Design,Female,,20-24,I come from abroad,White,Free,mimail,2022-06-23 15:11:33,2022-06-23 15:32:11,6a0f0e4b75
19txm45430efxs19txmtdyrsc3w8wi1m,Study,Family,,,,,,2,Bored,,,,,Lonely,Disappointed,,,Daily,Monthly,Bored,,,,,Lonely,,,,5,4,4,4,4,4,5,4,5,5,3,4,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,"Physical health,Mental health,Family,Career & Finances,Relationships,Spirituality","Mental health,Physical health,Career & Finances,Family,Relationships,Spirituality",Family,Bored,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,3,4,3," 1",4,4,4,2,7,,Built Environment and Design,Male,,18-20,I come from abroad,Asian,Anxious,mimail,2022-06-23 15:14:51,2022-06-23 15:18:16,0e00973558
u5atl4e5ec7cvptseju5atl4e64r91uo,Study,Family,,,,,,2,,Stressed,,,Peaceful,,,,,Daily,Daily,,Stressed,,,,,Vulnerable,,Anxious,5,3,3,5,5,5,4,3,3,5,4,5,,,,,,Hostile,,,,,,,"Yes, in 2022",,,,Lonely,,,Frustrated,,,"Relationships,Mental health,Family,Spirituality,Physical health,Career & Finances","Relationships,Mental health,Family,Spirituality,Physical health,Career & Finances",Family,,,,,,,Disappointed,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,5,5,4,5,8,,Built Environment and Design,Male,,20-24,I come from abroad,White,Distant,mimail,2022-06-23 14:50:27,2022-06-23 14:54:45,a35f0e791b
nqn8ox8vpwbiwuhonqn1dcze88rvwogl,Study,Family,,,,,,4,Bored,Stressed,,,,,,Frustrated,,Daily,Daily,Bored,Stressed,,,,,,,Anxious,5,5,4,5,4,4,5,3,2,5,5,3,,,,Vulnerable,Disappointed,Hostile,,,,No,,,,,,,,,,,,,"Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality","Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality",Family,,Stressed,,,,,Disappointed,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,5,5,4,5,8,,Built Environment and Design,Female,,24-30,I come from abroad,White,Anxious,mimail,2022-06-23 14:43:45,2022-06-23 14:49:48,6ea0f289d1
f8cnrf9k19wy8l8gapncuvbf8cnrf9k7,Both,Family,,,,,,4,Bored,,,,Peaceful,,,,,Daily,Weekly,,,Excited,,,,,Disappointed,,5,3,4,5,4,5,5,2,2,5,4,4,,,Indifferent,,Disappointed,,,,,No,,,,,,,,,,,,,"Spirituality,Mental health,Physical health,Family,Career & Finances,Relationships","Spirituality,Relationships,Family,Career & Finances,Physical health,Mental health",Job,,,,,,Lonely,,Frustrated,Anxious,Yes because I dropped out university,,Change in learning modes,,,,Economic Difficulties,,,,,,,,,,,,,,,,4,3,3,2,4,4,4,4,4,,Built Environment and Design,Female,,24-30,I come from abroad,White,Lonely,mimail,2022-06-23 14:41:57,2022-06-23 14:48:55,f0a2ee083e
11b2cu4tbpdc8cffadm11b2cudrleor5,Study,,,,Roommates,,,1,,,,,Peaceful,,,,,Daily,Weekly,,,,Hopeful,,,,Disappointed,,5,4,4,5,5,4,5,4,4,5,4,4,,,,,Disappointed,Hostile,,Anxious,,,,"Yes, in 2021",,,,,Lonely,,,Frustrated,,,"Relationships,Career & Finances,Family,Physical health,Mental health,Spirituality","Mental health,Relationships,Career & Finances,Physical health,Family,Spirituality",Job,Bored,,,,,,,,,Yes because I changed my field of study,,Change in learning modes,,,,,Started working,,,,,,,,,,,,,,,5,4," 1"," 1",5,5,2,3,8,,"Commerce, Management, Tourism and Services",Female,,24-30,I come from abroad,White,Distant,mimail,2022-06-23 14:32:47,2022-06-23 14:40:16,5325544fd8
h89krhni4rrvnzudr86h89krzlh6ri4k,Study,Family,,,,,,3,,Stressed,,,,,Disappointed,Frustrated,,Weekly,Daily,,,,,,,,Disappointed,,5,4,4,4,4,4,4,4,3,4,4,4,,,,,Disappointed,,Threatened,,,,"Yes, in 2020",,,,Optimistic,Peaceful,,,,,,,"Mental health,Physical health,Career & Finances,Relationships,Family,Spirituality","Mental health,Physical health,Relationships,Career & Finances,Family,Spirituality",Family,Bored,,,,,,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,5,4,2,4,9,,Built Environment and Design,Male,,18-20,I come from abroad,White,Distant,mimail,2022-06-23 14:27:33,2022-06-23 14:35:16,96583608ad
fn4ysvrnjfaxji9p48rlfn4ysvrliysf,Study,,,,Roommates,,,3,,Stressed,,,,Lonely,,Frustrated,,Weekly,Monthly,Bored,,,,,Lonely,,,Anxious,5,4,2,5,5,5,4,3,1,5,3,5,,,,,Disappointed,Hostile,,Anxious,,No,,,,,,,,,,,,,"Relationships,Career & Finances,Mental health,Physical health,Family,Spirituality","Mental health,Career & Finances,Family,Relationships,Physical health,Spirituality",Scholarship,,Stressed,,,,,Disappointed,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,4,2,2," 1",4,4,2,2,4,,Built Environment and Design,Male,,20-24,I come from abroad,White,Stressed,mimail,2022-06-23 14:29:49,2022-06-23 14:34:28,5923eaf67a
laarbu3o66qew3fnltmcjlaarbu92s8e,Study,Family,,,,,,2,Bored,,,,Peaceful,Lonely,,,,Daily,Weekly,,Stressed,Excited,Hopeful,,,,,,5,3,3,5,4,3,4,2,2,5,4,2,,,,Vulnerable,Disappointed,,,,,,,,"Yes, in 2022",,,,,,,,Anxious,,"Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality","Family,Relationships,Physical health,Mental health,Career & Finances,Spirituality",Family,Bored,,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,10,,Built Environment and Design,Female,,20-24,I come from abroad,White,Lonely,mimail,2022-06-23 14:27:21,2022-06-23 14:33:58,93910ecfed
46yvbmci4yy2j0k6hgv546yvbmov660g,Study,Family,,,,,,3,Bored,,,,Peaceful,Lonely,,,,Weekly,Daily,,,,Hopeful,,,Vulnerable,,Anxious,5,5,3,4,5,5,5,5,2,4,4,4,,,,,Disappointed,,,Anxious,,,,,"Yes, in 2022",Stressed,,,Lonely,,,,Anxious,,"Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality","Mental health,Physical health,Family,Relationships,Spirituality,Career & Finances",Family,,Stressed,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,2,2," 1",5,4,3,3,7,,Built Environment and Design,Female,,18-20,I come from abroad,White,Anxious,mimail,2022-06-23 14:25:59,2022-06-23 14:33:50,da4f9aacc1
ozzcyrp3scqbvwljozzesjxogr4lryaw,Study,Family,,,,,,3,Bored,Stressed,,,,,,,,Daily,Daily,,,Excited,,,,,,Anxious,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,"Relationships,Career & Finances,Physical health,Mental health,Family,Spirituality","Relationships,Mental health,Career & Finances,Physical health,Family,Spirituality",Family,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,5,5,5,5,9,,Built Environment and Design,Male,,18-20,I come from abroad,White,Stressed,mimail,2022-06-23 14:24:59,2022-06-23 14:30:48,2d0d78c45c
cbsiqcl44wyqi386cbgimcbsiqclpthb,Study,Family,,,,,,4,,Stressed,,,,Lonely,,Frustrated,,Weekly,Weekly,,,,,,Lonely,,,Anxious,5,3,3,4,5,3,4,2,2,4,4,3,,,Indifferent,,Disappointed,,,,,,"Yes, in 2020",,,,,,,Vulnerable,,Frustrated,,,"Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality","Mental health,Physical health,Relationships,Spirituality,Career & Finances,Family",Family,Bored,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,2,5,2,5,4,5,5,1,,Built Environment and Design,Female,,24-30,I come from abroad,White,Stressed,mimail,2022-06-23 14:21:25,2022-06-23 14:30:13,65f474b451
nrcxykser7sjt3zyzl6t9mnrcxyk1ni0,Study,Family,,,,,,1,Bored,,,,Peaceful,,,,,Weekly,Weekly,,Stressed,,,,Lonely,,,Anxious,5,5,5,5,5,5,5,4,3,5,4,4,,,,,Disappointed,Hostile,,,,,"Yes, in 2020",,,,,,Lonely,,,,Anxious,,"Relationships,Career & Finances,Family,Physical health,Mental health,Spirituality","Relationships,Career & Finances,Family,Physical health,Mental health,Spirituality",Family,,Stressed,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,2," 1",2,3,4,4,4,4,7,,Built Environment and Design,Male,,20-24,I come from abroad,White,Stressed,mimail,2022-06-23 14:23:13,2022-06-23 14:29:37,8dc93115e9
hvg1oz0bfhgsicf31hvg1okr0h9qgt5t,Study,Family,,,,,,1,,,,,Peaceful,,,,,Daily,Daily,,,Excited,Hopeful,,,,,Anxious,5,4,3,3,5,5,5,3,3,2,5,5,,,Indifferent,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,,,Lonely,Vulnerable,,Frustrated,,,"Mental health,Relationships,Family,Career & Finances,Spirituality,Physical health","Mental health,Physical health,Family,Career & Finances,Spirituality,Relationships",Family,,Stressed,,,,Lonely,,,Anxious,Yes because I changed my field of study,,Change in learning modes,,,,,,,,,,,,,,,,,,,,3,3,3,2,4,5,4,4,7,,Built Environment and Design,Not-binary,,18-20,I come from abroad,White,Lonely,mimail,2022-06-23 14:11:57,2022-06-23 14:17:35,4d25a29fe3
xdvfjztoj97jeptdkkvxdvfjzijmtwi2,Study,Family,,,,,,3,Bored,,,,Peaceful,,,Frustrated,,Daily,Daily,Bored,,,,,Lonely,Vulnerable,,,5,4,3,5,5,5,4,3,3,5,4,3,,,,Vulnerable,Disappointed,Hostile,,,,No,,,,,,,,,,,,,"Relationships,Physical health,Mental health,Family,Career & Finances,Spirituality","Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality",Family,,Stressed,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,4,4,3,5,5,5,5,8,,Built Environment and Design,Female,,20-24,I come from abroad,White,Distant,mimail,2022-06-23 13:27:52,2022-06-23 14:08:47,5923eaf67a
ira76dkdlb1iol1yjftira76b2ul6hh6,Study,Family,,,,,,3,Bored,Stressed,,,,Lonely,,,,Weekly,Weekly,,,,Hopeful,,,,,,5,3,1,3,1,5,1,1,1,4,1,,,,,,Disappointed,Hostile,,Anxious,,No,,,,,,,,,,,,,"Family,Career & Finances,Relationships,Physical health,Mental health,Spirituality","Mental health,Physical health,Spirituality,Family,Relationships,Career & Finances",Family,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,3," 1"," 1",4,4,4," 1",8,,Built Environment and Design,Male,,20-24,I come from abroad,Asian,Disappointed,mimail,2022-06-23 13:53:19,2022-06-23 13:59:00,cd77defdfe
xuikryew3o7gda8ycxvxuikryewzesvh,Both,Family,,,,,,3,,Stressed,,,,,,Frustrated,,Weekly,Daily,,,,,,,Vulnerable,Disappointed,Anxious,4,3,2,4,4,3,4,2,2,4,4,2,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,"Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality","Family,Mental health,Spirituality,Career & Finances,Relationships,Physical health",Scholarship,,,,,,Lonely,,Frustrated,Anxious,Yes because I changed my field of study,Change in personal interests,Change in learning modes,Family / Friends / Advisors Influence,,,,,,,,,,,,,,,,,,,3,3," 1"," 1",4,4,3,2,8,,Built Environment and Design,Female,,20-24,I come from abroad,White,Anxious,mimail,2022-06-23 13:51:45,2022-06-23 13:57:57,fa5b91a11b
utkkb3f7rccqlwrutkkblyylrd26mmeo,Study,Family,,,,,,4,Bored,,,,Peaceful,,,,,Daily,Monthly,,,,,,,,,Anxious,5,4,4,5,4,4,4,4,4,5,4,4,,,,,Disappointed,,,,,,,"Yes, in 2021",,,,,Lonely,,,Frustrated,Anxious,,"Mental health,Family,Career & Finances,Physical health,Relationships,Spirituality","Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality",Scholarship,,,,,,,,,Anxious,Yes because I changed my field of study,Change in personal interests,Change in learning modes,,,,Economic Difficulties,,,,,,,,,,,,,,,,3," 1",3,2,4,4,4,4,8,,Built Environment and Design,Female,,20-24,I come from abroad,White,Anxious,mimail,2022-06-23 13:43:08,2022-06-23 13:50:14,0fd076c1f8
7imrziba16hl92kfzw7imk0qvy8zeq5e,Study,Family,,,,,,3,,Stressed,,,,,,Frustrated,,Daily,Daily,,,,Hopeful,,Lonely,,,,5,5,5,5,5,5,4,3,3,4,2,2,,,,,Disappointed,,,Anxious,,No,,,,,,,,,,,,,"Mental health,Relationships,Spirituality,Family,Physical health,Career & Finances","Mental health,Career & Finances,Relationships,Spirituality,Family,Physical health",Family,,Stressed,,,,,,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,2,3," 1",5,4,3,3,8,,Built Environment and Design,Female,,20-24,I come from abroad,White,Anxious,mimail,2022-06-23 13:42:11,2022-06-23 13:47:37,e1617aedaa
pq2qbe49el01oikzupq2q86qfc2u5d9h,Work,Family,,,,,,2,Bored,,,,Peaceful,,,,Threatened,Daily,Daily,Bored,,,,,Lonely,,Disappointed,,5,4,4,3,5,4,3,4,3,3,5,4,,,Indifferent,,Disappointed,Hostile,,,,,,"Yes, in 2021",,,,,,,,Frustrated,Anxious,Threatened,"Career & Finances,Family,Relationships,Physical health,Mental health,Spirituality","Mental health,Career & Finances,Physical health,Family,Relationships,Spirituality",,,,,,,,,,,,,,,,,,,,Unemployed,0,,,,Disappointed,,,Optimistic,,stressed,"No, it didn’t change",,4,2,2,4,5,4,2,4,7,Media & Entertainment,,Male,,24-30,I come from abroad,White,Frustrated,mimail,2022-06-23 13:39:17,2022-06-23 13:44:13,e0b540bf63
